Year,Month,Air_Temp_Average,Air_Temp_Max,Air_Temp_Max_Day,Air_Temp_Min,Air_Temp_Min_Day,Precipitation_Total,Precipitation_Daily_Max,Precipitation_Days_Min_0_1mm,Heavy_Rain_Days_Over_10mm,Average_Relative_Humidity,Sunshine_Duration_Hours,Extreme_Temp_Frost_Days,Extreme_Temp_Severe_Frost_Days,Extreme_Temp_Very_Severe_Frost_Days,Extreme_Temp_Ice_Days,Extreme_Temp_Summer_Days,Extreme_Temp_Hot_Days,Extreme_Temp_Tropical_Nights,Extreme_Temp_Heatwaves,Extreme_Temp_Coldwaves
1986,January,-0.1,9.8,20.0,-18.6,10.0,40.2,7.4,22,0,83.9,39.3,19,4,1,6,0,0,0,0,0
1985,December,4.1,15.1,5.0,-14.3,31.0,43.9,7.0,21,0,83.8,28.0,8,1,0,4,0,0,0,0,0
1985,November,1.2,16.9,9.0,-7.1,26.0,31.8,7.6,20,0,83.7,51.2,20,0,0,8,0,0,0,0,0
1985,October,9.3,28.3,4.0,-1.7,21.0,15.6,8.0,16,0,84.6,91.2,3,0,0,0,3,0,0,0,0
1985,September,13.7,27.7,19.0,4.7,27.0,26.9,12.4,13,1,76.4,152.8,0,0,0,0,1,0,0,0,0
1985,August,17.1,33.0,14.0,5.8,28.0,53.3,11.8,14,1,69.8,229.1,0,0,0,0,10,1,0,0,0
1985,July,17.5,31.7,14.0,8.0,3.0,38.8,10.9,14,1,73.1,243.0,0,0,0,0,11,1,0,0,0
1985,June,14.1,27.6,4.0,5.7,9.0,91.9,29.7,22,2,75.2,176.9,0,0,0,0,3,0,0,0,0
1985,May,14.6,30.1,27.0,0.8,4.0,45.6,33.1,11,1,69.0,222.4,0,0,0,0,6,1,0,0,0
1985,April,8.5,24.3,4.0,-2.6,24.0,73.4,23.8,20,1,72.6,157.4,3,0,0,0,0,0,0,0,0
1985,March,3.2,14.4,23.0,-4.7,12.0,30.4,6.7,18,0,79.9,67.3,14,0,0,0,0,0,0,0,0
1985,February,-2.6,9.5,1.0,-17.1,12.0,11.1,3.6,13,0,76.2,87.2,21,9,2,11,0,0,0,0,0
1985,January,-4.9,8.0,31.0,-18.3,7.0,38.8,8.5,24,0,83.2,43.0,26,12,6,20,0,0,0,0,0
1984,December,0.7,9.0,11.0,-4.5,30.0,21.8,5.5,16,0,86.8,38.4,22,0,0,8,0,0,0,0,0
1984,November,4.6,16.1,1.0,-2.1,15.0,30.8,13.8,12,1,82.8,70.3,10,0,0,0,0,0,0,0,0
1984,October,11.0,19.8,1.0,-1.0,28.0,30.4,6.2,18,0,83.0,100.3,1,0,0,0,0,0,0,0,0
1984,September,12.8,25.3,3.0,4.0,24.0,65.6,29.6,21,2,78.6,91.1,0,0,0,0,1,0,0,0,0
1984,August,17.9,28.4,3.0,7.1,27.0,26.1,9.1,10,0,72.5,212.8,0,0,0,0,12,0,0,0,0
1984,July,15.9,34.6,11.0,6.0,2.0,57.1,23.1,14,1,73.8,160.2,0,0,0,0,7,4,0,0,0
1984,June,14.2,28.0,4.0,7.1,11.0,47.5,13.1,16,2,73.5,154.8,0,0,0,0,4,0,0,0,0
1984,May,12.5,25.0,19.0,1.5,9.0,76.1,22.1,19,2,78.1,118.0,0,0,0,0,1,0,0,0,0
1984,April,7.7,23.5,22.0,-3.1,27.0,40.1,15.9,9,1,64.5,177.5,6,0,0,0,0,0,0,0,0
1984,March,2.4,14.3,28.0,-5.7,19.0,11.5,6.0,8,0,69.3,148.9,22,0,0,0,0,0,0,0,0
1984,February,0.4,9.8,5.0,-10.0,18.0,40.4,9.6,14,0,83.4,70.4,18,0,0,4,0,0,0,0,0
1984,January,1.9,9.8,3.0,-7.4,26.0,43.2,14.7,23,1,82.0,50.3,14,0,0,2,0,0,0,0,0
1983,December,0.8,12.1,25.0,-11.5,13.0,36.1,11.3,18,1,82.7,54.8,18,3,0,7,0,0,0,0,0
1983,November,4.4,16.5,9.0,-9.3,14.0,38.8,13.0,15,2,84.6,71.6,13,0,0,1,0,0,0,0,0
1983,October,10.0,25.1,4.0,-3.1,24.0,24.8,12.8,12,1,77.7,107.0,4,0,0,0,1,0,0,0,0
1983,September,14.6,29.1,1.0,5.1,26.0,22.9,4.6,16,0,68.2,139.4,0,0,0,0,4,0,0,0,0
1983,August,19.0,33.3,1.0,7.6,30.0,38.8,19.2,6,2,66.1,239.7,0,0,0,0,22,2,1,0,0
1983,July,20.7,33.1,11.0,7.1,2.0,7.6,3.3,5,0,62.8,292.1,0,0,0,0,20,15,0,0,0
1983,June,16.8,29.7,24.0,4.3,7.0,45.0,17.0,15,1,68.8,234.1,0,0,0,0,13,0,0,0,0
1983,May,12.5,25.5,16.0,1.7,6.0,73.7,20.2,23,2,76.3,138.7,0,0,0,0,2,0,0,0,0
1983,April,9.2,22.6,21.0,-1.2,4.0,98.4,25.6,20,3,76.8,132.8,1,0,0,0,0,0,0,0,0
1983,March,5.3,14.7,14.0,-4.1,12.0,31.8,5.8,15,0,78.0,88.3,7,0,0,0,0,0,0,0,0
1983,February,-1.1,12.3,1.0,-14.6,16.0,19.7,5.1,14,0,80.2,70.7,24,2,0,10,0,0,0,0,0
1983,January,4.9,14.3,6.0,-2.6,24.0,33.1,4.5,23,0,76.5,43.2,7,0,0,0,0,0,0,0,0
1982,December,2.7,12.5,16.0,-3.8,24.0,22.7,2.8,16,0,81.5,43.0,16,0,0,1,0,0,0,0,0
1982,November,6.7,17.5,9.0,-1.3,15.0,22.7,5.0,11,0,74.9,77.5,6,0,0,0,0,0,0,0,0
1982,October,10.5,21.1,3.0,0.9,26.0,38.4,11.5,14,1,80.4,94.3,0,0,0,0,0,0,0,0,0
1982,September,16.8,29.5,20.0,6.5,23.0,9.8,4.5,5,0,66.7,203.7,0,0,0,0,11,0,0,0,0
1982,August,18.5,31.5,12.0,8.0,29.0,43.1,12.4,16,1,62.7,215.1,0,0,0,0,13,6,0,0,0
1982,July,20.0,33.2,15.0,9.5,8.0,22.8,14.7,5,1,60.0,294.8,0,0,0,0,23,4,0,0,0
1982,June,17.0,33.1,4.0,5.2,18.0,41.2,14.6,17,1,68.5,226.9,0,0,0,0,8,6,0,0,0
1982,May,13.4,28.2,27.0,1.3,2.0,42.3,13.2,13,1,61.5,228.0,0,0,0,0,4,0,0,0,0
1982,April,7.6,23.1,6.0,-1.9,14.0,16.2,2.5,10,0,59.7,212.6,3,0,0,0,0,0,0,0,0
1982,March,5.1,18.7,27.0,-2.6,6.0,44.4,13.3,11,2,72.2,148.3,6,0,0,0,0,0,0,0,0
1982,February,0.1,11.7,11.0,-7.7,5.0,2.4,0.9,5,0,83.1,94.1,22,0,0,3,0,0,0,0,0
1982,January,-2.0,10.4,4.0,-15.5,10.0,29.7,15.7,12,1,87.1,43.4,22,8,1,14,0,0,0,0,0
1981,December,-2.8,7.2,4.0,-19.5,21.0,57.1,15.4,22,1,91.0,28.2,26,8,2,16,0,0,0,0,0
1981,November,5.2,16.1,21.0,-2.3,16.0,33.8,6.7,22,0,85.4,51.0,8,0,0,0,0,0,0,0,0
1981,October,8.5,20.1,6.0,-1.1,17.0,51.3,10.2,19,1,78.6,86.1,3,0,0,0,0,0,0,0,0
1981,September,14.4,24.8,22.0,5.6,3.0,86.6,33.7,14,3,78.5,155.1,0,0,0,0,0,0,0,0,0
1981,August,16.9,31.7,7.0,7.9,29.0,91.1,56.3,13,1,76.1,175.5,0,0,0,0,8,3,0,0,0
1981,July,17.4,30.5,11.0,7.8,20.0,34.5,14.9,13,1,77.8,154.8,0,0,0,0,5,2,0,0,0
1981,June,16.1,30.2,2.0,4.9,22.0,104.3,63.1,23,1,76.5,159.7,0,0,0,0,6,2,0,0,0
1981,May,14.7,27.6,13.0,0.4,3.0,43.0,10.3,11,1,67.2,235.8,0,0,0,0,8,0,0,0,0
1981,April,8.3,24.1,12.0,-3.6,23.0,19.2,4.8,13,0,67.6,181.0,6,0,0,0,0,0,0,0,0
1981,March,7.3,20.2,22.0,-3.4,6.0,92.3,13.7,21,3,79.8,78.5,5,0,0,0,0,0,0,0,0
1981,February,1.0,9.6,2.0,-9.2,21.0,19.2,4.1,19,0,84.7,74.2,20,0,0,4,0,0,0,0,0
1981,January,-0.3,9.3,3.0,-13.0,8.0,44.8,11.0,19,1,86.9,56.6,24,1,0,5,0,0,0,0,0
1980,December,1.8,11.7,15.0,-11.7,5.0,40.0,8.5,18,0,85.3,46.2,16,3,0,5,0,0,0,0,0
1980,November,3.7,14.7,24.0,-5.7,11.0,35.8,8.5,14,0,86.0,53.1,17,0,0,4,0,0,0,0,0
1980,October,8.8,19.2,28.0,-2.3,11.0,29.2,13.7,15,1,82.6,104.3,2,0,0,0,0,0,0,0,0
1980,September,13.7,25.5,5.0,2.6,28.0,29.7,5.3,17,0,77.1,175.6,0,0,0,0,2,0,0,0,0
1980,August,17.0,31.7,3.0,3.8,26.0,37.0,8.8,11,0,69.4,211.4,0,0,0,0,11,1,0,0,0
1980,July,15.5,27.8,26.0,6.0,23.0,44.7,9.5,18,0,78.2,151.1,0,0,0,0,6,0,0,0,0
1980,June,15.3,30.3,14.0,5.6,1.0,78.8,22.6,19,2,69.9,215.2,0,0,0,0,7,1,0,0,0
1980,May,11.2,24.3,27.0,-2.2,5.0,43.2,28.6,7,1,56.8,295.9,2,0,0,0,0,0,0,0,0
1980,April,6.9,22.6,17.0,-2.1,22.0,71.0,18.5,19,4,71.8,145.1,5,0,0,0,0,0,0,0,0
1980,March,3.3,16.1,28.0,-6.7,21.0,11.6,2.8,14,0,72.8,82.1,14,0,0,0,0,0,0,0,0
1980,February,1.9,10.0,21.0,-3.8,26.0,36.1,13.0,12,2,83.6,65.7,18,0,0,1,0,0,0,0,0
1980,January,-3.2,7.9,31.0,-14.1,13.0,25.6,4.7,17,0,89.7,38.9,27,7,0,18,0,0,0,0,0
1979,December,3.9,14.6,5.0,-3.9,13.0,77.2,15.3,20,2,86.6,40.9,10,0,0,1,0,0,0,0,0
1979,November,4.4,13.7,29.0,-2.3,14.0,56.9,12.1,17,2,88.1,68.0,6,0,0,0,0,0,0,0,0
1979,October,8.6,23.3,12.0,-2.6,28.0,4.8,1.7,7,0,77.7,156.7,5,0,0,0,0,0,0,0,0
1979,September,14.1,30.2,2.0,1.4,29.0,24.3,10.4,9,1,78.2,161.5,0,0,0,0,3,1,0,0,0
1979,August,16.6,28.0,8.0,7.3,26.0,31.9,9.8,11,0,75.9,203.6,0,0,0,0,7,0,0,0,0
1979,July,15.4,27.0,13.0,7.5,11.0,72.4,28.5,18,2,77.7,160.8,0,0,0,0,3,0,0,0,0
1979,June,17.5,32.9,3.0,9.2,17.0,48.9,11.8,13,1,75.4,197.2,0,0,0,0,9,5,0,0,0
1979,May,13.6,30.7,31.0,-0.5,4.0,37.9,11.8,14,1,70.0,235.4,1,0,0,0,7,1,0,0,0
1979,April,7.1,20.5,14.0,-1.8,18.0,66.1,23.9,16,2,76.6,106.5,3,0,0,0,0,0,0,0,0
1979,March,3.1,15.9,26.0,-6.3,1.0,71.9,10.2,24,1,83.3,85.9,11,0,0,0,0,0,0,0,0
1979,February,-3.7,3.6,4.0,-14.6,21.0,37.6,13.4,13,1,88.4,44.1,27,8,0,14,0,0,0,0,0
1979,January,-4.3,4.5,30.0,-19.4,1.0,29.2,6.9,16,0,89.5,41.1,30,7,2,17,0,0,0,0,0
1978,December,-0.4,10.4,28.0,-18.5,31.0,84.5,10.7,20,2,90.6,25.9,18,4,1,13,0,0,0,0,0
1978,November,4.7,16.0,19.0,-5.3,28.0,8.7,5.0,8,0,88.1,63.6,12,0,0,0,0,0,0,0,0
1978,October,10.1,23.9,10.0,-0.5,27.0,19.4,5.1,15,0,86.8,83.8,1,0,0,0,0,0,0,0,0
1978,September,12.5,23.9,11.0,4.5,6.0,62.1,12.3,20,1,80.0,100.8,0,0,0,0,0,0,0,0,0
1978,August,16.2,31.3,1.0,8.2,28.0,77.5,16.6,17,4,75.8,184.9,0,0,0,0,8,1,0,0,0
1978,July,16.0,31.6,29.0,6.5,18.0,35.8,12.7,12,1,73.7,195.7,0,0,0,0,6,5,0,0,0
1978,June,15.6,29.5,2.0,5.1,19.0,45.2,17.3,14,1,73.1,210.3,0,0,0,0,8,0,0,0,0
1978,May,12.5,27.9,31.0,-2.8,11.0,48.6,12.8,16,1,75.8,178.3,2,0,0,0,3,0,0,0,0
1978,April,7.1,18.5,30.0,-4.5,7.0,4.9,1.5,6,0,71.7,184.4,10,0,0,0,0,0,0,0,0
1978,March,5.7,20.6,30.0,-2.0,12.0,41.3,8.7,22,0,82.4,93.0,8,0,0,0,0,0,0,0,0
1978,February,-1.2,14.1,26.0,-16.4,20.0,15.6,3.9,12,0,87.5,66.4,21,5,1,12,0,0,0,0,0
1978,January,1.3,6.1,2.0,-9.7,5.0,15.1,5.6,15,0,88.0,40.8,18,0,0,0,0,0,0,0,0
1977,December,2.8,16.0,24.0,-5.7,6.0,33.6,11.2,18,1,90.4,15.3,10,0,0,2,0,0,0,0,0
1977,November,5.9,16.6,7.0,-3.9,28.0,54.9,14.9,16,1,85.4,54.4,2,0,0,0,0,0,0,0,0
1977,October,10.3,23.6,7.0,-0.5,19.0,32.2,9.0,12,0,88.6,114.4,1,0,0,0,0,0,0,0,0
1977,September,12.3,24.8,2.0,1.6,19.0,24.0,13.6,8,1,81.1,151.8,0,0,0,0,0,0,0,0,0
1977,August,16.5,27.1,31.0,9.1,17.0,83.6,22.8,16,3,81.7,144.9,0,0,0,0,4,0,0,0,0
1977,July,16.6,28.1,30.0,7.2,16.0,36.7,9.0,19,0,76.5,200.2,0,0,0,0,8,0,0,0,0
1977,June,16.1,30.5,10.0,1.0,1.0,132.9,66.5,17,2,77.1,140.0,0,0,0,0,6,3,0,0,0
1977,May,12.2,28.0,4.0,1.4,22.0,68.0,24.0,12,2,70.8,252.4,0,0,0,0,2,0,0,0,0
1977,April,6.3,17.8,26.0,-3.1,1.0,23.7,5.3,19,0,77.0,145.9,7,0,0,0,0,0,0,0,0
1977,March,6.3,17.0,24.0,-5.0,30.0,64.7,20.3,15,2,80.3,94.3,7,0,0,0,0,0,0,0,0
1977,February,3.0,13.6,23.0,-7.3,28.0,36.0,6.0,16,0,84.8,62.0,11,0,0,1,0,0,0,0,0
1977,January,0.3,11.6,26.0,-11.4,13.0,30.1,12.4,17,1,90.6,28.4,22,1,0,7,0,0,0,0,0
1976,December,-0.4,11.3,1.0,-13.3,17.0,10.6,3.4,12,0,88.3,51.8,22,3,0,8,0,0,0,0,0
1976,November,5.1,14.1,7.0,-4.4,21.0,37.5,8.2,17,0,89.0,53.8,4,0,0,0,0,0,0,0,0
1976,October,9.0,23.5,10.0,-0.6,29.0,17.0,10.1,11,1,88.3,65.4,1,0,0,0,0,0,0,0,0
1976,September,13.5,26.3,13.0,3.6,21.0,22.7,4.7,11,0,79.1,115.9,0,0,0,0,1,0,0,0,0
1976,August,16.8,28.9,25.0,5.1,23.0,35.9,14.5,11,1,70.3,256.5,0,0,0,0,8,0,0,0,0
1976,July,20.0,35.3,17.0,9.1,7.0,38.2,28.6,6,1,61.2,291.2,0,0,0,0,19,5,0,0,0
1976,June,17.7,33.0,27.0,5.6,5.0,9.6,3.3,5,0,64.4,300.9,0,0,0,0,11,5,0,0,0
1976,May,13.5,29.3,10.0,1.3,1.0,31.1,6.1,15,0,63.7,237.7,0,0,0,0,6,0,0,0,0
1976,April,7.5,20.9,2.0,-4.0,29.0,8.9,3.6,8,0,66.5,184.1,7,0,0,0,0,0,0,0,0
1976,March,1.4,15.3,29.0,-8.6,9.0,15.8,3.6,16,0,78.7,133.0,22,0,0,3,0,0,0,0,0
1976,February,0.2,13.3,28.0,-10.7,1.0,23.6,10.5,8,1,86.2,76.1,22,1,0,8,0,0,0,0,0
1976,January,1.3,9.2,11.0,-10.7,28.0,91.1,14.4,21,2,86.1,39.7,17,1,0,7,0,0,0,0,0
1975,December,2.4,9.2,6.0,-9.9,19.0,6.8,1.6,13,0,85.4,28.7,10,0,0,3,0,0,0,0,0
1975,November,3.0,14.6,1.0,-7.7,25.0,14.5,3.5,10,0,85.2,48.9,11,0,0,1,0,0,0,0,0
1975,October,8.1,22.3,1.0,-2.3,12.0,22.6,5.5,16,0,86.0,76.6,2,0,0,0,0,0,0,0,0
1975,September,16.3,31.5,17.0,5.0,8.0,26.0,4.8,10,0,75.1,173.8,0,0,0,0,6,1,0,0,0
1975,August,20.2,33.8,10.0,8.2,27.0,15.7,12.8,6,1,65.2,270.9,0,0,0,0,21,10,0,0,0
1975,July,19.3,30.5,9.0,7.2,1.0,16.1,10.1,7,1,69.4,269.7,0,0,0,0,18,2,0,0,0
1975,June,15.3,29.6,22.0,1.9,2.0,44.3,10.4,13,1,72.0,216.7,0,0,0,0,6,0,0,0,0
1975,May,12.4,25.6,18.0,2.2,4.0,48.5,12.9,10,2,71.4,229.5,0,0,0,0,2,0,0,0,0
1975,April,7.1,24.1,29.0,-0.7,11.0,38.8,8.0,17,0,77.0,142.6,3,0,0,0,0,0,0,0,0
1975,March,4.0,15.3,9.0,-4.1,22.0,39.0,7.1,14,0,78.2,128.7,11,0,0,0,0,0,0,0,0
1975,February,1.3,10.3,27.0,-6.9,10.0,4.2,2.2,5,0,83.5,75.3,18,0,0,4,0,0,0,0,0
1975,January,5.3,12.0,15.0,-2.0,27.0,26.4,4.7,14,0,83.7,63.5,3,0,0,0,0,0,0,0,0
1974,December,5.6,13.1,28.0,-4.9,14.0,58.1,6.9,23,0,86.3,46.9,2,0,0,0,0,0,0,0,0
1974,November,5.5,15.3,15.0,-1.9,6.0,34.3,10.4,17,1,85.8,34.2,2,0,0,0,0,0,0,0,0
1974,October,6.6,13.7,1.0,-0.2,14.0,76.9,30.7,24,1,88.0,76.2,1,0,0,0,0,0,0,0,0
1974,September,14.2,26.4,17.0,3.6,19.0,24.4,8.9,14,0,77.1,178.0,0,0,0,0,3,0,0,0,0
1974,August,17.9,35.5,16.0,7.1,7.0,41.1,10.6,15,1,78.2,199.5,0,0,0,0,12,4,1,0,0
1974,July,16.0,25.6,22.0,8.5,7.0,45.4,8.5,18,0,78.6,185.8,0,0,0,0,1,0,0,0,0
1974,June,14.7,27.0,26.0,3.9,10.0,66.6,21.7,21,2,79.6,216.1,0,0,0,0,5,0,0,0,0
1974,May,11.8,24.4,19.0,2.0,8.0,29.4,5.3,16,0,76.7,171.4,0,0,0,0,0,0,0,0,0
1974,April,8.4,22.5,11.0,-3.0,14.0,28.1,15.0,8,1,68.7,223.6,7,0,0,0,0,0,0,0,0
1974,March,5.9,18.9,26.0,-3.4,1.0,11.1,4.2,7,0,72.9,111.2,12,0,0,0,0,0,0,0,0
1974,February,3.7,13.0,11.0,-3.3,27.0,32.1,9.8,11,0,83.7,46.4,10,0,0,0,0,0,0,0,0
1974,January,3.6,12.7,15.0,-3.2,1.0,30.1,6.3,16,0,86.2,37.9,11,0,0,0,0,0,0,0,0
1973,December,0.8,8.1,23.0,-11.3,1.0,36.1,12.9,18,1,85.3,52.7,12,3,0,3,0,0,0,0,0
1973,November,3.8,14.7,5.0,-9.1,30.0,25.3,5.7,18,0,80.7,96.1,12,0,0,3,0,0,0,0,0
1973,October,7.7,20.3,5.0,-1.4,24.0,46.0,8.3,14,0,83.2,101.0,2,0,0,0,0,0,0,0,0
1973,September,14.5,32.7,5.0,1.8,14.0,32.4,8.7,11,0,74.6,146.1,0,0,0,0,7,2,0,0,0
1973,August,18.0,32.0,6.0,4.9,23.0,9.0,3.2,9,0,68.9,256.0,0,0,0,0,19,2,0,0,0
1973,July,18.1,31.5,6.0,7.2,10.0,55.1,23.1,15,2,75.4,211.5,0,0,0,0,11,3,0,0,0
1973,June,16.8,31.0,27.0,4.6,15.0,19.2,7.8,9,0,71.1,264.2,0,0,0,0,7,1,0,0,0
1973,May,12.9,25.5,5.0,1.2,17.0,37.3,8.3,13,0,73.3,214.4,0,0,0,0,4,0,0,0,0
1973,April,5.5,18.5,27.0,-2.8,9.0,44.9,8.1,21,0,78.1,129.0,8,0,0,0,0,0,0,0,0
1973,March,4.9,21.5,25.0,-4.3,10.0,14.4,5.0,10,0,80.7,130.9,13,0,0,0,0,0,0,0,0
1973,February,2.3,8.3,9.0,-5.2,15.0,13.8,3.0,15,0,87.6,71.3,12,0,0,0,0,0,0,0,0
1973,January,0.4,6.7,31.0,-11.7,1.0,27.5,6.0,18,0,90.0,34.8,17,2,0,4,0,0,0,0,0
1972,December,1.0,10.2,6.0,-10.0,23.0,5.2,1.8,6,0,84.6,72.0,17,0,0,6,0,0,0,0,0
1972,November,4.9,14.1,7.0,-2.8,19.0,22.1,4.3,15,0,88.0,49.4,5,0,0,0,0,0,0,0,0
1972,October,6.9,18.7,7.0,-1.6,19.0,31.0,16.1,10,1,85.7,123.9,6,0,0,0,0,0,0,0,0
1972,September,11.3,25.8,7.0,2.0,19.0,48.5,19.0,16,1,85.2,137.3,0,0,0,0,2,0,0,0,0
1972,August,16.4,29.7,13.0,6.6,29.0,46.6,11.0,15,1,79.7,206.4,0,0,0,0,7,0,0,0,0
1972,July,18.3,31.2,20.0,8.7,15.0,119.0,29.6,14,5,82.0,179.6,0,0,0,0,15,5,0,0,0
1972,June,15.4,28.7,5.0,5.3,2.0,109.8,33.5,14,4,76.0,218.5,0,0,0,0,6,0,0,0,0
1972,May,12.3,25.0,23.0,3.2,12.0,50.9,26.8,12,1,76.1,169.2,0,0,0,0,1,0,0,0,0
1972,April,7.9,22.0,30.0,-3.9,25.0,17.6,3.3,18,0,75.6,137.5,1,0,0,0,0,0,0,0,0
1972,March,5.5,19.7,20.0,-7.7,12.0,53.5,25.0,12,1,76.4,147.8,6,0,0,0,0,0,0,0,0
1972,February,1.7,11.7,7.0,-14.9,1.0,10.2,3.0,8,0,86.4,44.3,14,2,0,1,0,0,0,0,0
1972,January,-3.0,5.2,26.0,-13.9,16.0,3.3,2.2,10,0,83.3,41.4,30,6,0,12,0,0,0,0,0
1971,December,4.5,12.7,21.0,-4.3,9.0,48.0,7.8,21,0,88.0,18.6,8,0,0,0,0,0,0,0,0
1971,November,4.3,17.4,5.0,-6.7,12.0,16.1,4.8,11,0,83.0,55.3,12,0,0,1,0,0,0,0,0
1971,October,9.4,23.3,2.0,-2.7,16.0,21.5,7.1,7,0,78.1,159.7,9,0,0,0,0,0,0,0,0
1971,September,12.6,24.0,23.0,0.0,17.0,25.0,10.6,11,1,78.1,166.6,0,0,0,0,0,0,0,0,0
1971,August,18.8,33.2,3.0,6.7,25.0,42.2,21.8,11,1,70.8,233.3,0,0,0,0,17,5,0,0,0
1971,July,18.4,33.6,27.0,6.1,18.0,28.5,26.6,6,1,68.9,313.0,0,0,0,0,16,6,0,0,0
1971,June,14.7,28.1,2.0,6.5,18.0,74.3,20.4,19,2,83.8,139.6,0,0,0,0,5,0,0,0,0
1971,May,14.7,29.3,17.0,-0.3,3.0,47.4,10.5,12,1,77.0,230.7,1,0,0,0,4,0,0,0,0
1971,April,8.2,23.0,23.0,-1.0,26.0,36.4,15.4,7,2,75.7,162.8,6,0,0,0,0,0,0,0,0
1971,March,1.7,15.1,21.0,-16.7,6.0,12.0,3.0,13,0,82.3,112.3,14,3,1,7,0,0,0,0,0
1971,February,2.0,8.1,13.0,-8.5,27.0,20.8,6.8,17,0,84.6,49.6,12,0,0,2,0,0,0,0,0
1971,January,-2.0,9.5,26.0,-23.8,4.0,19.9,4.0,17,0,87.7,86.0,21,7,6,7,0,0,0,0,0
1970,December,1.5,9.5,3.0,-12.0,31.0,34.6,11.7,19,1,89.6,38.6,14,1,0,9,0,0,0,0,0
1970,November,6.0,15.2,3.0,-1.1,8.0,52.7,9.8,19,0,84.5,55.4,3,0,0,0,0,0,0,0,0
1970,October,9.5,21.4,7.0,-0.7,15.0,51.3,6.6,17,0,86.0,61.4,1,0,0,0,0,0,0,0,0
1970,September,13.3,27.7,10.0,0.8,28.0,44.9,8.8,17,0,81.6,161.1,0,0,0,0,2,0,0,0,0
1970,August,17.4,28.7,7.0,6.4,13.0,106.4,34.6,11,4,79.9,186.3,0,0,0,0,11,0,0,0,0
1970,July,16.8,29.9,8.0,8.3,21.0,59.1,12.7,14,2,75.2,216.4,0,0,0,0,11,0,0,0,0
1970,June,18.1,31.8,22.0,5.4,3.0,61.2,31.5,9,2,66.7,301.0,0,0,0,0,15,3,0,0,0
1970,May,12.3,25.5,8.0,0.6,1.0,40.5,7.9,16,0,73.0,195.1,0,0,0,0,1,0,0,0,0
1970,April,6.1,18.5,17.0,-2.9,4.0,61.2,15.1,21,2,77.0,96.3,8,0,0,0,0,0,0,0,0
1970,March,1.4,11.8,23.0,-10.1,1.0,54.5,12.5,21,2,82.3,130.6,18,1,0,0,0,0,0,0,0
1970,February,-1.8,5.5,25.0,-17.8,1.0,84.5,20.6,22,3,81.6,60.0,23,5,1,10,0,0,0,0,0
1970,January,-4.2,4.6,11.0,-15.2,5.0,39.4,10.7,14,1,86.2,24.4,28,8,1,19,0,0,0,0,0
1969,December,-5.7,1.6,2.0,-20.4,21.0,28.6,7.1,17,0,85.6,25.6,30,11,5,24,0,0,0,0,0
1969,November,5.7,16.1,4.0,-5.4,30.0,45.6,10.2,17,1,76.4,62.1,8,0,0,0,0,0,0,0,0
1969,October,10.4,23.4,9.0,0.9,14.0,24.1,9.3,10,0,83.3,94.7,0,0,0,0,0,0,0,0,0
1969,September,14.3,28.0,13.0,3.0,19.0,11.4,4.4,6,0,75.4,176.4,0,0,0,0,6,0,0,0,0
1969,August,17.5,32.9,3.0,4.8,29.0,47.3,18.6,14,2,70.3,208.9,0,0,0,0,10,4,0,0,0
1969,July,19.4,34.6,28.0,8.0,9.0,24.0,8.1,6,0,70.0,263.3,0,0,0,0,16,11,1,0,0
1969,June,16.0,28.3,13.0,5.3,9.0,39.3,10.4,11,1,71.1,214.4,0,0,0,0,11,0,0,0,0
1969,May,13.6,30.7,14.0,2.4,23.0,88.8,33.1,16,2,73.3,174.8,0,0,0,0,3,2,0,0,0
1969,April,7.5,23.4,10.0,-1.8,20.0,58.9,9.5,19,0,71.1,161.1,6,0,0,0,0,0,0,0,0
1969,March,-0.3,9.2,31.0,-10.4,4.0,59.0,17.4,10,2,75.3,98.9,25,1,0,4,0,0,0,0,0
1969,February,-2.3,9.6,22.0,-15.6,19.0,46.5,19.2,15,1,82.3,67.8,24,5,1,11,0,0,0,0,0
1969,January,0.5,7.9,29.0,-8.4,1.0,42.3,11.6,17,1,88.1,35.1,19,0,0,8,0,0,0,0,0
1968,December,-2.2,6.1,23.0,-12.7,13.0,12.7,3.5,10,0,86.3,41.8,24,3,0,15,0,0,0,0,0
1968,November,3.8,20.6,1.0,-5.8,15.0,46.4,16.4,12,1,87.4,40.1,7,0,0,2,0,0,0,0,0
1968,October,10.7,19.3,31.0,-1.0,21.0,53.6,9.0,16,0,83.2,93.0,1,0,0,0,0,0,0,0,0
1968,September,14.4,26.6,9.0,4.6,26.0,71.0,16.0,16,1,76.4,121.7,0,0,0,0,3,0,0,0,0
1968,August,18.0,29.5,5.0,6.6,20.0,34.5,20.4,13,1,68.6,197.3,0,0,0,0,16,0,0,0,0
1968,July,16.8,30.3,2.0,6.0,13.0,25.3,5.7,13,0,69.4,240.4,0,0,0,0,9,1,0,0,0
1968,June,17.1,30.9,18.0,6.9,10.0,49.8,9.8,19,0,68.0,237.3,0,0,0,0,10,2,0,0,0
1968,May,11.5,24.4,4.0,1.1,24.0,33.5,7.2,17,0,69.5,198.6,0,0,0,0,0,0,0,0,0
1968,April,10.0,31.9,22.0,-4.8,8.0,29.5,22.9,7,1,61.9,241.1,8,0,0,0,4,2,0,0,0
1968,March,5.1,25.1,30.0,-8.6,4.0,32.0,6.3,17,0,71.6,143.7,6,0,0,0,1,0,0,0,0
