Year,Institution,Origin,Students_Total,Students_Male,Students_Female,First_Semester_Total,First_Semester_Male,First_Semester_Female
2023,Otto von Guericke University Magdeburg,Belgium,,0,0,,0,0
2023,Otto von Guericke University Magdeburg,Bolivia,3,,,0,0,0
2023,Otto von Guericke University Magdeburg,Bosnia and Herzegovina,4,0,4,,,
2023,Otto von Guericke University Magdeburg,Brazil,19,8,11,6,,
2023,Otto von Guericke University Magdeburg,Bulgaria,31,12,19,,,
2023,Otto von Guericke University Magdeburg,Burundi,,0,0,,0,0
2023,Otto von Guericke University Magdeburg,Chile,4,,,0,0,0
2023,Otto von Guericke University Magdeburg,Costa Rica,,,,0,0,0
2023,Otto von Guericke University Magdeburg,Denmark,,,,0,0,0
2023,Otto von Guericke University Magdeburg,Dominica,,0,0,,0,0
2023,Otto von Guericke University Magdeburg,Ecuador,4,,,0,0,0
2023,Otto von Guericke University Magdeburg,Ivory Coast,,0,0,0,0,0
2023,Otto von Guericke University Magdeburg,Finland,,,,0,0,0
2023,Otto von Guericke University Magdeburg,France,9,5,4,6,3,3
2023,Otto von Guericke University Magdeburg,Gabon,,,,0,0,0
2023,Otto von Guericke University Magdeburg,Gambia,3,,,,,
2023,Otto von Guericke University Magdeburg,Georgia,5,,,,0,0
2023,Otto von Guericke University Magdeburg,Ghana,13,8,5,,,
2023,Otto von Guericke University Magdeburg,Greece,16,7,9,,0,0
2023,Otto von Guericke University Magdeburg,Haiti,,,,0,0,0
2023,Otto von Guericke University Magdeburg,Honduras,,,,0,0,0
2023,Otto von Guericke University Magdeburg,Hong Kong,,0,0,0,0,0
2023,Otto von Guericke University Magdeburg,India,1576,1194,382,324,254,70
2023,Otto von Guericke University Magdeburg,Indonesia,25,13,12,8,4,4
2023,Otto von Guericke University Magdeburg,Iraq,16,8,8,,,
2023,Otto von Guericke University Magdeburg,Iran,134,57,77,24,10,14
2023,Otto von Guericke University Magdeburg,Ireland,,,,0,0,0
2023,Otto von Guericke University Magdeburg,Israel,6,,,0,0,0
2023,Otto von Guericke University Magdeburg,Italy,42,22,20,11,7,4
2023,Otto von Guericke University Magdeburg,Japan,9,4,5,3,,
2023,Otto von Guericke University Magdeburg,Yemen,25,0,0,4,0,0
2023,Otto von Guericke University Magdeburg,Jordan,64,58,6,10,,
2023,Otto von Guericke University Magdeburg,Cameroon,29,9,20,5,,
2023,Otto von Guericke University Magdeburg,Canada,3,0,3,,,
2023,Otto von Guericke University Magdeburg,Kazakhstan,8,5,3,,0,0
2023,Otto von Guericke University Magdeburg,Kenya,3,,,0,0,0
2023,Otto von Guericke University Magdeburg,Kyrgyzstan,4,0,4,0,0,0
2023,Otto von Guericke University Magdeburg,Colombia,31,10,21,6,,
2023,Otto von Guericke University Magdeburg,Kosovo,,,,0,0,0
2023,Otto von Guericke University Magdeburg,Croatia,,0,0,0,0,0
2023,Otto von Guericke University Magdeburg,Cuba,,0,0,0,0,0
2023,Otto von Guericke University Magdeburg,Latvia,4,0,4,0,0,0
2023,Otto von Guericke University Magdeburg,Lebanon,16,11,5,5,,
2023,Otto von Guericke University Magdeburg,Libya,4,,,0,0,0
2023,Otto von Guericke University Magdeburg,Lithuania,6,3,3,,0,0
2023,Otto von Guericke University Magdeburg,Luxembourg,,,,,,
2023,Otto von Guericke University Magdeburg,North Macedonia,3,,,0,0,0
2023,Otto von Guericke University Magdeburg,Malawi,,,,0,0,0
2023,Otto von Guericke University Magdeburg,Malaysia,6,3,3,0,0,0
2023,Otto von Guericke University Magdeburg,Morocco,39,24,15,9,5,4
2023,Otto von Guericke University Magdeburg,Mauritius,12,5,7,,,
2023,Otto von Guericke University Magdeburg,Mexico,35,18,17,9,6,3
2023,Otto von Guericke University Magdeburg,Mongolia,7,,,,,
2023,Otto von Guericke University Magdeburg,Mozambique,,0,0,0,0,0
2023,Otto von Guericke University Magdeburg,Myanmar,3,,,0,0,0
2023,Otto von Guericke University Magdeburg,Namibia,,,,,,
2023,Otto von Guericke University Magdeburg,Nepal,39,21,18,6,3,3
2023,Otto von Guericke University Magdeburg,Nicaragua,,0,0,0,0,0
2023,Otto von Guericke University Magdeburg,Netherlands,5,,,0,0,0
2023,Otto von Guericke University Magdeburg,Nigeria,45,37,8,5,0,0
2023,Otto von Guericke University Magdeburg,Austria,10,,,3,0,3
2023,Otto von Guericke University Magdeburg,Pakistan,306,258,48,82,69,13
2023,Otto von Guericke University Magdeburg,Palestinian Territories,13,10,3,,0,0
2023,Otto von Guericke University Magdeburg,Peru,5,,,,,
2023,Otto von Guericke University Magdeburg,Philippines,3,,,,,
2023,Otto von Guericke University Magdeburg,Poland,15,6,9,6,,
2023,Otto von Guericke University Magdeburg,Portugal,7,4,3,3,,
2023,Otto von Guericke University Magdeburg,Moldova,5,,,,,
2023,Otto von Guericke University Magdeburg,Romania,16,8,8,6,,
2023,Otto von Guericke University Magdeburg,Russia,85,45,40,17,8,9
2023,Otto von Guericke University Magdeburg,Saudi Arabia,4,,,,0,0
2023,Otto von Guericke University Magdeburg,Sweden,,0,0,0,0,0
2023,Otto von Guericke University Magdeburg,Switzerland,,0,0,,0,0
2023,Otto von Guericke University Magdeburg,Serbia,6,,,0,0,0
2023,Otto von Guericke University Magdeburg,Zimbabwe,3,,,0,0,0
2023,Otto von Guericke University Magdeburg,Slovakia,3,,,,,
2023,Otto von Guericke University Magdeburg,Slovenia,,,,0,0,0
2023,Otto von Guericke University Magdeburg,Somalia,,,,0,0,0
2023,Otto von Guericke University Magdeburg,Spain,20,9,11,8,5,3
2023,Otto von Guericke University Magdeburg,Sri Lanka,10,7,3,0,0,0
2023,Otto von Guericke University Magdeburg,Stateless,3,,,0,0,0
2023,Otto von Guericke University Magdeburg,Sudan,6,0,0,0,0,0
2023,Otto von Guericke University Magdeburg,South Korea,16,5,11,8,,
2023,Otto von Guericke University Magdeburg,Tajikistan,4,0,0,,0,0
2023,Otto von Guericke University Magdeburg,Taiwan,19,6,13,9,,
2023,Otto von Guericke University Magdeburg,Thailand,6,,,,0,0
2023,Otto von Guericke University Magdeburg,Czech Republic,6,,,,,
2023,Otto von Guericke University Magdeburg,Tunisia,35,24,11,8,,
2023,Otto von Guericke University Magdeburg,Turkey,85,38,47,22,10,12
2023,Otto von Guericke University Magdeburg,Turkmenistan,,,,,,
2023,Otto von Guericke University Magdeburg,Uganda,4,,,3,,
2023,Otto von Guericke University Magdeburg,Ukraine,162,81,81,68,40,28
2023,Otto von Guericke University Magdeburg,Hungary,8,3,5,5,,
2023,Otto von Guericke University Magdeburg,Unresolved/Unclear,,0,0,0,0,0
2023,Otto von Guericke University Magdeburg,Uzbekistan,9,6,3,,0,0
2023,Otto von Guericke University Magdeburg,Venezuela,,,,,0,0
2023,Otto von Guericke University Magdeburg,United Arab Emirates,,0,0,,0,0
2023,Otto von Guericke University Magdeburg,United States,19,9,10,4,,
2023,Otto von Guericke University Magdeburg,United Kingdom,3,,,,,
2023,Otto von Guericke University Magdeburg,Vietnam,68,32,36,12,4,8
2023,Otto von Guericke University Magdeburg,China,215,86,129,26,17,9
2023,Otto von Guericke University Magdeburg,Cyprus,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Saxony-Anhalt,2764,1361,1403,527,268,259
2022,Magdeburg-Stendal University of Applied Sciences,German Citizenship outside Saxony-Anhalt,2494,1138,1356,428,189,239
2022,Magdeburg-Stendal University of Applied Sciences,Afghanistan,8,,,,,
2022,Magdeburg-Stendal University of Applied Sciences,Egypt,8,8,0,,,
2022,Magdeburg-Stendal University of Applied Sciences,Albania,,,,,,
2022,Magdeburg-Stendal University of Applied Sciences,Algeria,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Armenia,,,,,,
2022,Magdeburg-Stendal University of Applied Sciences,Azerbaijan,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Ethiopia,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Australia,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Bangladesh,3,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Belgium,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Burma,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Bolivia,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Bosnia and Herzegovina,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Brazil,4,0,4,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Bulgaria,4,4,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Burundi,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Chile,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,China,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Costa Rica,,,,,,
2022,Magdeburg-Stendal University of Applied Sciences,Ecuador,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Ivory Coast,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,El Salvador,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Estonia,,,,,,
2022,Magdeburg-Stendal University of Applied Sciences,France,4,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Gambia,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Georgia,,,,,,
2022,Magdeburg-Stendal University of Applied Sciences,Ghana,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Greece,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,United Kingdom,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Guadeloupe,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Guinea,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Honduras,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Hong Kong,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,India,15,11,4,,,
2022,Magdeburg-Stendal University of Applied Sciences,Indonesia,4,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Iraq,3,3,0,,,
2022,Magdeburg-Stendal University of Applied Sciences,Iran,33,23,10,3,,
2022,Magdeburg-Stendal University of Applied Sciences,Ireland,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Iceland,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Italy,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Yemen,4,,,,,
2022,Magdeburg-Stendal University of Applied Sciences,Jordan,71,50,21,3,3,0
2022,Magdeburg-Stendal University of Applied Sciences,Cameroon,4,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Canada,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Kazakhstan,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Kenya,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Kyrgyzstan,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Colombia,3,,,,,
2022,Magdeburg-Stendal University of Applied Sciences,Korea,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Kosovo,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Kosovo (old),0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Croatia,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Cuba,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Latvia,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Lebanon,5,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Libya,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Liechtenstein,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Lithuania,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Luxembourg,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Malaysia,3,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Monaco,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Morocco,7,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Mauritius,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Mexico,,,,,,
2022,Magdeburg-Stendal University of Applied Sciences,Moldova,,,,,,
2022,Magdeburg-Stendal University of Applied Sciences,Moldova,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Montenegro,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Nepal,8,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Netherlands,,,,,,
2022,Magdeburg-Stendal University of Applied Sciences,Nigeria,10,,,,,
2022,Magdeburg-Stendal University of Applied Sciences,Austria,31,7,24,,,
2022,Magdeburg-Stendal University of Applied Sciences,Pakistan,6,6,0,3,3,0
2022,Magdeburg-Stendal University of Applied Sciences,Palestinian Territories,8,,,4,4,0
2022,Magdeburg-Stendal University of Applied Sciences,Peru,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Philippines,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Poland,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Portugal,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Romania,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Russia,11,3,8,,,
2022,Magdeburg-Stendal University of Applied Sciences,Saudi Arabia,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Sweden,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Switzerland,3,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Serbia,4,,,,,
2022,Magdeburg-Stendal University of Applied Sciences,Zimbabwe,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Slovakia,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Spain,7,3,4,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Sri Lanka,,,,,,
2022,Magdeburg-Stendal University of Applied Sciences,Stateless,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Sudan,,,,,,
2022,Magdeburg-Stendal University of Applied Sciences,Syria,44,36,8,13,,
2022,Magdeburg-Stendal University of Applied Sciences,Taiwan,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Tibet,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Tajikistan,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Czech Republic,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Togo,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Tunisia,7,,,,,
2022,Magdeburg-Stendal University of Applied Sciences,Turkey,12,7,5,3,,
2022,Magdeburg-Stendal University of Applied Sciences,Ukraine,12,3,9,,,
2022,Magdeburg-Stendal University of Applied Sciences,Hungary,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Unresolved/Unclear,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Uzbekistan,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Venezuela,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,United States,4,,,,,
2022,Magdeburg-Stendal University of Applied Sciences,United Kingdom,0,0,0,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Vietnam,3,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,China,28,12,16,,,
2022,Magdeburg-Stendal University of Applied Sciences,Belarus,,,,0,0,0
2022,Magdeburg-Stendal University of Applied Sciences,Unknown,0,0,0,0,0,0
2022,Otto von Guericke University Magdeburg,Saxony-Anhalt,4391,2702,1689,851,507,344
2022,Otto von Guericke University Magdeburg,German Citizenship outside Saxony-Anhalt,5013,2700,2313,899,431,468
2022,Otto von Guericke University Magdeburg,Afghanistan,10,,,,0,0
2022,Otto von Guericke University Magdeburg,Egypt,100,92,8,18,,
2022,Otto von Guericke University Magdeburg,Albania,40,11,29,8,,
2022,Otto von Guericke University Magdeburg,Algeria,,0,0,,0,0
2022,Otto von Guericke University Magdeburg,Angola,,,,0,0,0
2022,Otto von Guericke University Magdeburg,Syria,145,112,33,14,9,5
2022,Otto von Guericke University Magdeburg,Argentina,8,4,4,8,4,4
2022,Otto von Guericke University Magdeburg,Armenia,5,,,,,
2022,Otto von Guericke University Magdeburg,Azerbaijan,54,27,27,13,5,8
2022,Otto von Guericke University Magdeburg,Ethiopia,,0,0,0,0,0
2022,Otto von Guericke University Magdeburg,Australia,,0,0,0,0,0
2022,Otto von Guericke University Magdeburg,Bangladesh,225,163,62,39,24,15
2022,Otto von Guericke University Magdeburg,Belarus,10,6,4,0,0,0
2022,Otto von Guericke University Magdeburg,Belgium,,0,0,0,0,0
2022,Otto von Guericke University Magdeburg,Bolivia,3,,,0,0,0
2022,Otto von Guericke University Magdeburg,Bosnia and Herzegovina,3,0,3,0,0,0
2022,Otto von Guericke University Magdeburg,Brazil,25,11,14,3,,
2022,Otto von Guericke University Magdeburg,Bulgaria,32,11,21,3,,
2022,Otto von Guericke University Magdeburg,Burkina Faso,,0,0,0,0,0
2022,Otto von Guericke University Magdeburg,Chile,4,,,0,0,0
2022,Otto von Guericke University Magdeburg,Costa Rica,,,,,,
2022,Otto von Guericke University Magdeburg,Denmark,,,,0,0,0
2022,Otto von Guericke University Magdeburg,Ecuador,5,,,0,0,0
2022,Otto von Guericke University Magdeburg,El Salvador,,,,0,0,0
2022,Otto von Guericke University Magdeburg,Ivory Coast,,0,0,0,0,0
2022,Otto von Guericke University Magdeburg,Eswatini,,,,,,
2022,Otto von Guericke University Magdeburg,Finland,,,,,,
2022,Otto von Guericke University Magdeburg,France,5,,,,,
2022,Otto von Guericke University Magdeburg,Gabon,,,,,,
2022,Otto von Guericke University Magdeburg,Gambia,,,,,0,0
2022,Otto von Guericke University Magdeburg,Georgia,3,0,3,0,0,0
2022,Otto von Guericke University Magdeburg,Ghana,15,10,5,,0,0
2022,Otto von Guericke University Magdeburg,Greece,20,8,12,4,,
2022,Otto von Guericke University Magdeburg,Haiti,,,,0,0,0
2022,Otto von Guericke University Magdeburg,Honduras,,,,0,0,0
2022,Otto von Guericke University Magdeburg,Hong Kong,3,,,0,0,0
2022,Otto von Guericke University Magdeburg,India,1384,1046,338,374,279,95
2022,Otto von Guericke University Magdeburg,Indonesia,24,13,11,3,,
2022,Otto von Guericke University Magdeburg,Iraq,19,11,8,4,,
2022,Otto von Guericke University Magdeburg,Iran,134,62,72,31,10,21
2022,Otto von Guericke University Magdeburg,Ireland,,,,0,0,0
2022,Otto von Guericke University Magdeburg,Israel,7,,,5,,
2022,Otto von Guericke University Magdeburg,Italy,45,23,22,14,7,7
2022,Otto von Guericke University Magdeburg,Japan,8,5,3,3,,
2022,Otto von Guericke University Magdeburg,Yemen,22,19,3,4,,
2022,Otto von Guericke University Magdeburg,Jordan,59,55,4,10,,
2022,Otto von Guericke University Magdeburg,Cameroon,35,12,23,5,,
2022,Otto von Guericke University Magdeburg,Canada,,,,0,0,0
2022,Otto von Guericke University Magdeburg,Kazakhstan,10,6,4,,,
2022,Otto von Guericke University Magdeburg,Kenya,3,,,,,
2022,Otto von Guericke University Magdeburg,Kyrgyzstan,4,0,4,,,
2022,Otto von Guericke University Magdeburg,Colombia,30,11,19,9,3,6
2022,Otto von Guericke University Magdeburg,Kosovo,5,,,,0,0
2022,Otto von Guericke University Magdeburg,Croatia,,0,0,0,0,0
2022,Otto von Guericke University Magdeburg,Cuba,,0,0,0,0,0
2022,Otto von Guericke University Magdeburg,Latvia,5,0,5,,,
2022,Otto von Guericke University Magdeburg,Lebanon,13,10,3,,0,0
2022,Otto von Guericke University Magdeburg,Libya,4,,,0,0,0
2022,Otto von Guericke University Magdeburg,Lithuania,6,3,3,,,
2022,Otto von Guericke University Magdeburg,North Macedonia,3,,,,,
2022,Otto von Guericke University Magdeburg,Malawi,,,,0,0,0
2022,Otto von Guericke University Magdeburg,Malaysia,7,4,3,,0,0
2022,Otto von Guericke University Magdeburg,Morocco,39,26,13,8,,
2022,Otto von Guericke University Magdeburg,Mauritius,13,6,7,0,0,0
2022,Otto von Guericke University Magdeburg,Mexico,35,18,17,8,3,5
2022,Otto von Guericke University Magdeburg,Mongolia,7,,,0,0,0
2022,Otto von Guericke University Magdeburg,Mozambique,,0,0,0,0,0
2022,Otto von Guericke University Magdeburg,Myanmar,3,,,,,
2022,Otto von Guericke University Magdeburg,Nepal,35,18,17,10,4,6
2022,Otto von Guericke University Magdeburg,Nicaragua,,0,0,0,0,0
2022,Otto von Guericke University Magdeburg,Netherlands,6,3,3,0,0,0
2022,Otto von Guericke University Magdeburg,Nigeria,59,46,13,6,,
2022,Otto von Guericke University Magdeburg,Austria,10,5,5,3,,
2022,Otto von Guericke University Magdeburg,Pakistan,246,204,42,74,59,15
2022,Otto von Guericke University Magdeburg,Palestinian Territories,12,9,3,0,0,0
2022,Otto von Guericke University Magdeburg,Peru,5,,,0,0,0
2022,Otto von Guericke University Magdeburg,Philippines,,0,0,0,0,0
2022,Otto von Guericke University Magdeburg,Poland,11,4,7,,,
2022,Otto von Guericke University Magdeburg,Portugal,8,3,5,3,,
2022,Otto von Guericke University Magdeburg,Moldova,7,,,0,0,0
2022,Otto von Guericke University Magdeburg,Romania,21,10,11,3,,
2022,Otto von Guericke University Magdeburg,Russia,89,46,43,17,6,11
2022,Otto von Guericke University Magdeburg,Saudi Arabia,3,,,0,0,0
2022,Otto von Guericke University Magdeburg,Sweden,,0,0,,0,0
2022,Otto von Guericke University Magdeburg,Switzerland,3,,,,,
2022,Otto von Guericke University Magdeburg,Serbia,6,,,0,0,0
2022,Otto von Guericke University Magdeburg,Zimbabwe,4,,,,,
2022,Otto von Guericke University Magdeburg,Slovakia,,0,0,0,0,0
2022,Otto von Guericke University Magdeburg,Somalia,,,,0,0,0
2022,Otto von Guericke University Magdeburg,Spain,17,6,11,7,,
2022,Otto von Guericke University Magdeburg,Sri Lanka,12,8,4,,0,0
2022,Otto von Guericke University Magdeburg,St. Kitts and Nevis,,,,,,
2022,Otto von Guericke University Magdeburg,Stateless,3,,,0,0,0
2022,Otto von Guericke University Magdeburg,Sudan,5,0,0,,0,0
2022,Otto von Guericke University Magdeburg,South Korea,12,4,8,3,,
2022,Otto von Guericke University Magdeburg,Tajikistan,4,0,0,,0,0
2022,Otto von Guericke University Magdeburg,Taiwan,14,4,10,4,0,4
2022,Otto von Guericke University Magdeburg,Thailand,9,,,,,
2022,Otto von Guericke University Magdeburg,Czech Republic,7,,,5,,
2022,Otto von Guericke University Magdeburg,Tunisia,36,19,17,4,,
2022,Otto von Guericke University Magdeburg,Turkey,83,39,44,19,9,10
2022,Otto von Guericke University Magdeburg,Uganda,,,,0,0,0
2022,Otto von Guericke University Magdeburg,Ukraine,113,50,63,18,9,9
2022,Otto von Guericke University Magdeburg,Hungary,7,4,3,,0,0
2022,Otto von Guericke University Magdeburg,Unresolved/Unclear,4,,,,,
2022,Otto von Guericke University Magdeburg,Uzbekistan,11,8,3,0,0,0
2022,Otto von Guericke University Magdeburg,Venezuela,,,,,,
2022,Otto von Guericke University Magdeburg,United States,25,13,12,5,,
2022,Otto von Guericke University Magdeburg,United Kingdom,5,,,,,
2022,Otto von Guericke University Magdeburg,Vietnam,75,35,40,11,4,7
2022,Otto von Guericke University Magdeburg,China,270,98,172,31,12,19
2022,Otto von Guericke University Magdeburg,Cyprus,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Saxony-Anhalt,2770,1346,1424,473,156,317
2021,Magdeburg-Stendal University of Applied Sciences,German Citizenship outside Saxony-Anhalt,2314,1039,1275,584,301,283
2021,Magdeburg-Stendal University of Applied Sciences,Other/Unspecified,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Afghanistan,7,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Egypt,7,7,0,,,
2021,Magdeburg-Stendal University of Applied Sciences,Albania,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Algeria,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Armenia,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Azerbaijan,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Ethiopia,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Australia,,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Bangladesh,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Belgium,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Bolivia,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Bosnia and Herzegovina,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Brazil,5,0,5,,,
2021,Magdeburg-Stendal University of Applied Sciences,Bulgaria,3,3,0,3,3,0
2021,Magdeburg-Stendal University of Applied Sciences,Burundi,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Chile,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Ecuador,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Ivory Coast,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Estonia,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,France,4,0,4,,,
2021,Magdeburg-Stendal University of Applied Sciences,Georgia,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Gambia,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Ghana,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Greece,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Guadeloupe,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Guinea,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Honduras,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Hong Kong,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,India,9,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Indonesia,5,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Iraq,3,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Iran,28,18,10,13,7,6
2021,Magdeburg-Stendal University of Applied Sciences,Iceland,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Italy,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Yemen,3,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Jordan,58,43,15,,,
2021,Magdeburg-Stendal University of Applied Sciences,Cameroon,3,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Kazakhstan,,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Kenya,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Kyrgyzstan,,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Colombia,,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Korea,,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Kosovo,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Kosovo (old),0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Croatia,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Cuba,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Latvia,3,0,3,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Lebanon,5,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Libya,0,0,0,0,0,0
