Year,Institution,Origin,Students_Total,Students_Male,Students_Female,First_Semester_Total,First_Semester_Male,First_Semester_Female
2021,Magdeburg-Stendal University of Applied Sciences,Liechtenstein,,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Lithuania,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Luxembourg,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Malaysia,3,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Monaco,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Morocco,6,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Mexico,4,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Moldova,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Moldova,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Montenegro,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Nepal,3,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Netherlands,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Nigeria,9,9,0,6,6,0
2021,Magdeburg-Stendal University of Applied Sciences,Austria,32,8,24,16,4,12
2021,Magdeburg-Stendal University of Applied Sciences,Pakistan,5,5,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Palestinian Territories,3,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Peru,,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Philippines,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Poland,4,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Portugal,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Romania,,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Russia,12,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Saudi Arabia,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Sweden,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Switzerland,3,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Serbia,4,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Zimbabwe,,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Slovakia,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Spain,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Stateless,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Syria,41,35,6,10,,
2021,Magdeburg-Stendal University of Applied Sciences,Taiwan,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Tibet,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Tajikistan,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Czech Republic,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Togo,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Tunisia,4,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Turkey,11,8,3,,,
2021,Magdeburg-Stendal University of Applied Sciences,Ukraine,25,10,15,,,
2021,Magdeburg-Stendal University of Applied Sciences,Hungary,,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Unresolved/Unclear,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Uzbekistan,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Venezuela,,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,United States,4,,,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,United Kingdom,0,0,0,0,0,0
2021,Magdeburg-Stendal University of Applied Sciences,Vietnam,6,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,China,33,14,19,7,4,3
2021,Magdeburg-Stendal University of Applied Sciences,Belarus,,,,,,
2021,Magdeburg-Stendal University of Applied Sciences,Unknown,0,0,0,0,0,0
2021,Otto von Guericke University Magdeburg,Saxony-Anhalt,4078,2492,1586,845,495,350
2021,Otto von Guericke University Magdeburg,German Citizenship outside Saxony-Anhalt,5230,2735,2495,935,484,451
2021,Otto von Guericke University Magdeburg,Egypt,101,90,11,18,12,6
2021,Otto von Guericke University Magdeburg,Afghanistan,14,11,3,4,4,0
2021,Otto von Guericke University Magdeburg,Albania,37,12,25,7,,
2021,Otto von Guericke University Magdeburg,Algeria,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Angola,,,,,,
2021,Otto von Guericke University Magdeburg,Syria,153,122,31,22,17,5
2021,Otto von Guericke University Magdeburg,Armenia,8,4,4,,,
2021,Otto von Guericke University Magdeburg,Azerbaijan,53,28,25,9,4,5
2021,Otto von Guericke University Magdeburg,Ethiopia,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Bangladesh,222,166,56,45,31,14
2021,Otto von Guericke University Magdeburg,Belgium,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Bolivia,3,,,,,
2021,Otto von Guericke University Magdeburg,Bosnia and Herzegovina,3,0,3,0,0,0
2021,Otto von Guericke University Magdeburg,Brazil,28,14,14,8,5,3
2021,Otto von Guericke University Magdeburg,Bulgaria,47,17,30,7,3,4
2021,Otto von Guericke University Magdeburg,Burkina Faso,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Burundi,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Chile,6,,,,,
2021,Otto von Guericke University Magdeburg,Ivory Coast,,,,,,
2021,Otto von Guericke University Magdeburg,Denmark,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Djibouti,,,,,,
2021,Otto von Guericke University Magdeburg,Ecuador,5,,,3,,
2021,Otto von Guericke University Magdeburg,El Salvador,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Estonia,,,,0,0,0
2021,Otto von Guericke University Magdeburg,France,8,4,4,,,
2021,Otto von Guericke University Magdeburg,Gambia,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Georgia,3,0,3,,,
2021,Otto von Guericke University Magdeburg,Ghana,16,10,6,5,,
2021,Otto von Guericke University Magdeburg,Greece,21,9,12,7,,
2021,Otto von Guericke University Magdeburg,Honduras,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Hong Kong,3,,,0,0,0
2021,Otto von Guericke University Magdeburg,India,1125,858,267,235,180,55
2021,Otto von Guericke University Magdeburg,Indonesia,31,16,15,4,,
2021,Otto von Guericke University Magdeburg,Iraq,14,9,5,,,
2021,Otto von Guericke University Magdeburg,Iran,117,57,60,19,10,9
2021,Otto von Guericke University Magdeburg,Ireland,3,,,,,
2021,Otto von Guericke University Magdeburg,Israel,3,3,0,0,0,0
2021,Otto von Guericke University Magdeburg,Italy,56,29,27,18,6,12
2021,Otto von Guericke University Magdeburg,Japan,5,,,,,
2021,Otto von Guericke University Magdeburg,Yemen,18,,,,,
2021,Otto von Guericke University Magdeburg,Jordan,55,50,5,11,8,3
2021,Otto von Guericke University Magdeburg,Cambodia,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Cameroon,36,12,24,6,,
2021,Otto von Guericke University Magdeburg,Canada,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Kazakhstan,9,,,,,
2021,Otto von Guericke University Magdeburg,Kenya,3,,,0,0,0
2021,Otto von Guericke University Magdeburg,Kyrgyzstan,4,0,4,,,
2021,Otto von Guericke University Magdeburg,Colombia,28,15,13,9,5,4
2021,Otto von Guericke University Magdeburg,South Korea,11,6,5,5,,
2021,Otto von Guericke University Magdeburg,Kosovo,4,0,4,,,
2021,Otto von Guericke University Magdeburg,Croatia,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Cuba,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Latvia,8,,,,,
2021,Otto von Guericke University Magdeburg,Lebanon,13,,,0,0,0
2021,Otto von Guericke University Magdeburg,Libya,3,,,,,
2021,Otto von Guericke University Magdeburg,Lithuania,8,4,4,3,,
2021,Otto von Guericke University Magdeburg,Malawi,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Malaysia,7,3,4,0,0,0
2021,Otto von Guericke University Magdeburg,Morocco,43,28,15,7,4,3
2021,Otto von Guericke University Magdeburg,Mauritius,14,6,8,4,,
2021,Otto von Guericke University Magdeburg,Mexico,35,19,16,16,11,5
2021,Otto von Guericke University Magdeburg,Mongolia,16,,,10,,
2021,Otto von Guericke University Magdeburg,Montenegro,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Mozambique,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Myanmar,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Nepal,29,18,11,8,8,0
2021,Otto von Guericke University Magdeburg,Nicaragua,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Netherlands,6,3,3,0,0,0
2021,Otto von Guericke University Magdeburg,Nigeria,80,63,17,7,4,3
2021,Otto von Guericke University Magdeburg,North Macedonia,,,,,,
2021,Otto von Guericke University Magdeburg,Norway,,,,,,
2021,Otto von Guericke University Magdeburg,Austria,10,7,3,,,
2021,Otto von Guericke University Magdeburg,Pakistan,205,175,30,40,33,7
2021,Otto von Guericke University Magdeburg,Palestinian Territories,14,11,3,,,
2021,Otto von Guericke University Magdeburg,Peru,6,,,,,
2021,Otto von Guericke University Magdeburg,Philippines,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Poland,15,6,9,4,,
2021,Otto von Guericke University Magdeburg,Portugal,12,6,6,8,5,3
2021,Otto von Guericke University Magdeburg,Moldova,7,,,3,0,3
2021,Otto von Guericke University Magdeburg,Rwanda,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Romania,24,10,14,7,,
2021,Otto von Guericke University Magdeburg,Russia,106,48,58,26,8,18
2021,Otto von Guericke University Magdeburg,Saudi Arabia,3,,,,,
2021,Otto von Guericke University Magdeburg,Sweden,3,,,0,0,0
2021,Otto von Guericke University Magdeburg,Switzerland,3,,,,,
2021,Otto von Guericke University Magdeburg,Serbia,7,3,4,,,
2021,Otto von Guericke University Magdeburg,Zimbabwe,3,,,0,0,0
2021,Otto von Guericke University Magdeburg,Slovakia,,,,,,
2021,Otto von Guericke University Magdeburg,Slovenia,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Somalia,,,,,,
2021,Otto von Guericke University Magdeburg,Spain,16,7,9,7,3,4
2021,Otto von Guericke University Magdeburg,Sri Lanka,14,8,6,4,,
2021,Otto von Guericke University Magdeburg,South Africa,,,,,,
2021,Otto von Guericke University Magdeburg,Sudan,6,6,0,,,
2021,Otto von Guericke University Magdeburg,Tajikistan,3,3,0,,,
2021,Otto von Guericke University Magdeburg,Taiwan,19,6,13,0,0,0
2021,Otto von Guericke University Magdeburg,Thailand,10,3,7,,,
2021,Otto von Guericke University Magdeburg,Trinidad and Tobago,,,,,,
2021,Otto von Guericke University Magdeburg,Czech Republic,3,,,,,
2021,Otto von Guericke University Magdeburg,Tunisia,36,19,17,4,,
2021,Otto von Guericke University Magdeburg,Turkey,81,38,43,34,14,20
2021,Otto von Guericke University Magdeburg,Turkmenistan,,,,0,0,0
2021,Otto von Guericke University Magdeburg,Uganda,,,,,,
2021,Otto von Guericke University Magdeburg,Ukraine,115,53,62,20,9,11
2021,Otto von Guericke University Magdeburg,Hungary,8,4,4,,,
2021,Otto von Guericke University Magdeburg,Uzbekistan,12,8,4,,,
2021,Otto von Guericke University Magdeburg,United States,28,15,13,6,,
2021,Otto von Guericke University Magdeburg,United Kingdom,4,,,,,
2021,Otto von Guericke University Magdeburg,Vietnam,87,38,49,10,,
2021,Otto von Guericke University Magdeburg,China,310,111,199,53,17,36
2021,Otto von Guericke University Magdeburg,Belarus,16,8,8,8,,
2021,Otto von Guericke University Magdeburg,Stateless,5,,,,,
2021,Otto von Guericke University Magdeburg,Unresolved/Unclear,5,5,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Saxony-Anhalt,2801,1404,1397,619,315,304
2020,Magdeburg-Stendal University of Applied Sciences,German Citizenship outside Saxony-Anhalt,2651,1344,1307,637,271,366
2020,Magdeburg-Stendal University of Applied Sciences,Afghanistan,5,,,3,3,0
2020,Magdeburg-Stendal University of Applied Sciences,Egypt,8,8,0,,,
2020,Magdeburg-Stendal University of Applied Sciences,Albania,,,,,,
2020,Magdeburg-Stendal University of Applied Sciences,Algeria,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Armenia,0,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Azerbaijan,,,,,,
2020,Magdeburg-Stendal University of Applied Sciences,Ethiopia,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Australia,,,,,,
2020,Magdeburg-Stendal University of Applied Sciences,Bangladesh,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Belgium,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Bolivia,,,,,,
2020,Magdeburg-Stendal University of Applied Sciences,Bosnia and Herzegovina,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Brazil,4,0,4,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Bulgaria,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Burundi,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Ecuador,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Ivory Coast,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Estonia,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,France,3,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Georgia,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Gambia,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Ghana,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Greece,3,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Guadeloupe,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Honduras,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Hong Kong,,,,,,
2020,Magdeburg-Stendal University of Applied Sciences,India,5,5,0,,,
2020,Magdeburg-Stendal University of Applied Sciences,Indonesia,4,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Iraq,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Iran,20,16,4,7,,
2020,Magdeburg-Stendal University of Applied Sciences,Iceland,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Italy,3,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Yemen,4,,,,,
2020,Magdeburg-Stendal University of Applied Sciences,Jordan,24,13,11,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Cameroon,4,,,,,
2020,Magdeburg-Stendal University of Applied Sciences,Kazakhstan,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Kenya,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Colombia,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Kosovo,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Kosovo (old),0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Croatia,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Cuba,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Latvia,,,,,,
2020,Magdeburg-Stendal University of Applied Sciences,Lebanon,3,,,,,
2020,Magdeburg-Stendal University of Applied Sciences,Libya,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Liechtenstein,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Lithuania,,,,,,
2020,Magdeburg-Stendal University of Applied Sciences,Luxembourg,,,,,,
2020,Magdeburg-Stendal University of Applied Sciences,Malaysia,3,,,,,
2020,Magdeburg-Stendal University of Applied Sciences,Monaco,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Morocco,5,,,3,,
2020,Magdeburg-Stendal University of Applied Sciences,Mexico,4,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Moldova,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Moldova,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Montenegro,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Nepal,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Netherlands,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Nigeria,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Austria,35,9,26,10,4,6
2020,Magdeburg-Stendal University of Applied Sciences,Pakistan,6,6,0,,,
2020,Magdeburg-Stendal University of Applied Sciences,Palestinian Territories,3,,,,,
2020,Magdeburg-Stendal University of Applied Sciences,Philippines,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Poland,,,,,,
2020,Magdeburg-Stendal University of Applied Sciences,Portugal,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Romania,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Russia,15,4,11,,,
2020,Magdeburg-Stendal University of Applied Sciences,Saudi Arabia,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Sweden,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Switzerland,4,,,,,
2020,Magdeburg-Stendal University of Applied Sciences,Serbia,4,,,,,
2020,Magdeburg-Stendal University of Applied Sciences,Slovakia,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Spain,11,7,4,3,3,0
2020,Magdeburg-Stendal University of Applied Sciences,Stateless,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Syria,38,34,4,11,11,0
2020,Magdeburg-Stendal University of Applied Sciences,Taiwan,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Tibet,36,13,23,6,,
2020,Magdeburg-Stendal University of Applied Sciences,Czech Republic,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Togo,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Tunisia,,,,,,
2020,Magdeburg-Stendal University of Applied Sciences,Turkey,11,8,3,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Ukraine,19,4,15,4,,
2020,Magdeburg-Stendal University of Applied Sciences,Hungary,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Unresolved/Unclear,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Uzbekistan,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Venezuela,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,United States,6,3,3,4,,
2020,Magdeburg-Stendal University of Applied Sciences,United Kingdom,0,0,0,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Vietnam,8,4,4,,,
2020,Magdeburg-Stendal University of Applied Sciences,China,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Belarus,,,,0,0,0
2020,Magdeburg-Stendal University of Applied Sciences,Unknown,352,191,162,78,48,30
2020,Otto von Guericke University Magdeburg,Saxony-Anhalt,4202,0,2570,1632,0,992
2020,Otto von Guericke University Magdeburg,German Citizenship outside Saxony-Anhalt,5706,0,2982,2724,0,1214
2020,Otto von Guericke University Magdeburg,Egypt,98,0,92,6,0,29
2020,Otto von Guericke University Magdeburg,Algeria,,,,0,0,0
2020,Otto von Guericke University Magdeburg,Angola,,,,,,
2020,Otto von Guericke University Magdeburg,Ethiopia,,,,0,0,0
2020,Otto von Guericke University Magdeburg,Burkina Faso,,,,0,0,0
2020,Otto von Guericke University Magdeburg,Burundi,,,,0,0,0
2020,Otto von Guericke University Magdeburg,Gambia,,0,0,,,
2020,Otto von Guericke University Magdeburg,Ghana,12,0,8,4,0,5
2020,Otto von Guericke University Magdeburg,Cameroon,39,0,13,26,0,6
2020,Otto von Guericke University Magdeburg,Kenya,,,,0,0,0
2020,Otto von Guericke University Magdeburg,Libya,3,,,,0,0
2020,Otto von Guericke University Magdeburg,Malawi,,0,0,,,
2020,Otto von Guericke University Magdeburg,Morocco,47,0,29,18,0,13
2020,Otto von Guericke University Magdeburg,Mauritius,11,0,4,7,0,5
2020,Otto von Guericke University Magdeburg,Mozambique,,,,0,,
2020,Otto von Guericke University Magdeburg,Nigeria,91,0,78,13,0,18
2020,Otto von Guericke University Magdeburg,Rwanda,,,,0,0,0
2020,Otto von Guericke University Magdeburg,Zimbabwe,3,,,,,
2020,Otto von Guericke University Magdeburg,South Africa,,,,,0,0
2020,Otto von Guericke University Magdeburg,Sudan,6,0,6,0,,
2020,Otto von Guericke University Magdeburg,Tunisia,35,0,18,17,0,7
2020,Otto von Guericke University Magdeburg,Bolivia,3,,,,,
2020,Otto von Guericke University Magdeburg,Brazil,24,0,12,12,0,5
2020,Otto von Guericke University Magdeburg,Chile,5,,,4,,
2020,Otto von Guericke University Magdeburg,Costa Rica,,,,0,0,0
2020,Otto von Guericke University Magdeburg,Ecuador,,,,,,
2020,Otto von Guericke University Magdeburg,El Salvador,,0,0,,0,0
2020,Otto von Guericke University Magdeburg,Honduras,,,,0,0,0
2020,Otto von Guericke University Magdeburg,Canada,,0,0,,,
2020,Otto von Guericke University Magdeburg,Colombia,32,0,17,15,0,8
2020,Otto von Guericke University Magdeburg,Cuba,,0,0,,0,0
2020,Otto von Guericke University Magdeburg,Mexico,28,0,17,11,0,8
2020,Otto von Guericke University Magdeburg,Nicaragua,3,0,3,0,,
2020,Otto von Guericke University Magdeburg,Peru,6,0,4,,,
2020,Otto von Guericke University Magdeburg,Venezuela,,0,0,,0,0
2020,Otto von Guericke University Magdeburg,United States,28,0,15,13,0,5
2020,Otto von Guericke University Magdeburg,Afghanistan,11,0,8,3,0,4
2020,Otto von Guericke University Magdeburg,Syria,148,0,123,25,0,24
2020,Otto von Guericke University Magdeburg,Armenia,7,0,3,4,,
2020,Otto von Guericke University Magdeburg,Azerbaijan,53,0,30,23,0,14
2020,Otto von Guericke University Magdeburg,Bangladesh,193,0,144,49,0,50
2020,Otto von Guericke University Magdeburg,Georgia,5,,,3,0,3
2020,Otto von Guericke University Magdeburg,Hong Kong,3,,,,,
2020,Otto von Guericke University Magdeburg,India,996,0,768,228,0,195
2020,Otto von Guericke University Magdeburg,Indonesia,32,0,16,16,0,8
2020,Otto von Guericke University Magdeburg,Iraq,14,0,9,5,,
2020,Otto von Guericke University Magdeburg,Iran,113,0,60,53,0,18
2020,Otto von Guericke University Magdeburg,Israel,3,0,3,0,,
2020,Otto von Guericke University Magdeburg,Japan,5,0,4,,0,4
2020,Otto von Guericke University Magdeburg,Yemen,18,0,16,,0,5
2020,Otto von Guericke University Magdeburg,Jordan,56,0,53,3,0,11
2020,Otto von Guericke University Magdeburg,Cambodia,,,,0,0,0
2020,Otto von Guericke University Magdeburg,Kazakhstan,8,0,5,3,,
2020,Otto von Guericke University Magdeburg,Kyrgyzstan,4,,,3,,
2020,Otto von Guericke University Magdeburg,South Korea,8,0,5,3,,
2020,Otto von Guericke University Magdeburg,Lebanon,14,0,12,,0,4
2020,Otto von Guericke University Magdeburg,Malaysia,8,0,3,5,,
2020,Otto von Guericke University Magdeburg,Mongolia,7,,,6,,
2020,Otto von Guericke University Magdeburg,Myanmar,,,,0,,
2020,Otto von Guericke University Magdeburg,Nepal,26,0,14,12,0,4
2020,Otto von Guericke University Magdeburg,Pakistan,188,0,168,20,0,32
2020,Otto von Guericke University Magdeburg,Palestinian Territories,14,0,12,,,
2020,Otto von Guericke University Magdeburg,Philippines,,0,0,,0,0
2020,Otto von Guericke University Magdeburg,Saudi Arabia,4,,,,,
2020,Otto von Guericke University Magdeburg,Sri Lanka,10,0,6,4,0,4
2020,Otto von Guericke University Magdeburg,Tajikistan,,,,0,0,0
2020,Otto von Guericke University Magdeburg,Taiwan,25,0,9,16,0,4
2020,Otto von Guericke University Magdeburg,Thailand,11,0,4,7,,
2020,Otto von Guericke University Magdeburg,Turkmenistan,,,,,0,0
2020,Otto von Guericke University Magdeburg,Uzbekistan,14,0,9,5,0,7
2020,Otto von Guericke University Magdeburg,Vietnam,116,0,47,69,0,11
2020,Otto von Guericke University Magdeburg,China,345,0,140,205,0,75
2020,Otto von Guericke University Magdeburg,Australia,,0,0,,0,0
2020,Otto von Guericke University Magdeburg,Albania,33,0,12,21,0,10
2020,Otto von Guericke University Magdeburg,Belgium,,,,0,,
2020,Otto von Guericke University Magdeburg,Bosnia and Herzegovina,4,,,3,0,3
2020,Otto von Guericke University Magdeburg,Bulgaria,44,0,12,32,0,10
2020,Otto von Guericke University Magdeburg,Denmark,,0,0,,,
2020,Otto von Guericke University Magdeburg,Estonia,,,,0,,
2020,Otto von Guericke University Magdeburg,Finland,,,,0,0,0
2020,Otto von Guericke University Magdeburg,France,12,0,6,6,0,5
2020,Otto von Guericke University Magdeburg,Greece,15,0,8,7,0,5
2020,Otto von Guericke University Magdeburg,Ireland,,,,,,
2020,Otto von Guericke University Magdeburg,Italy,54,0,28,26,0,11
2020,Otto von Guericke University Magdeburg,Kosovo,3,0,0,3,,
2020,Otto von Guericke University Magdeburg,Croatia,,,,0,0,0
2020,Otto von Guericke University Magdeburg,Latvia,7,0,0,7,,
2020,Otto von Guericke University Magdeburg,Lithuania,6,,,4,,
2020,Otto von Guericke University Magdeburg,Montenegro,,,,0,0,0
2020,Otto von Guericke University Magdeburg,Netherlands,9,0,4,5,0,3
2020,Otto von Guericke University Magdeburg,North Macedonia,3,,,,0,0
2020,Otto von Guericke University Magdeburg,Austria,9,0,7,,,
2020,Otto von Guericke University Magdeburg,Poland,22,0,9,13,0,4
2020,Otto von Guericke University Magdeburg,Portugal,8,0,4,4,,
2020,Otto von Guericke University Magdeburg,Moldova,8,,,6,,
2020,Otto von Guericke University Magdeburg,Romania,24,0,11,13,0,8
2020,Otto von Guericke University Magdeburg,Russia,84,0,38,46,0,15
2020,Otto von Guericke University Magdeburg,Sweden,4,,,,,
2020,Otto von Guericke University Magdeburg,Switzerland,5,0,3,,0,0
2020,Otto von Guericke University Magdeburg,Serbia,5,0,3,,,
2020,Otto von Guericke University Magdeburg,Slovakia,,,,,,
2020,Otto von Guericke University Magdeburg,Slovenia,,,,,0,0
2020,Otto von Guericke University Magdeburg,Spain,18,0,11,7,0,9
2020,Otto von Guericke University Magdeburg,Czech Republic,,0,0,,,
2020,Otto von Guericke University Magdeburg,Turkey,55,0,26,29,0,15
2020,Otto von Guericke University Magdeburg,Ukraine,116,0,51,65,0,16
2020,Otto von Guericke University Magdeburg,Hungary,10,0,5,5,0,7
2020,Otto von Guericke University Magdeburg,United Kingdom,5,0,0,,,
2020,Otto von Guericke University Magdeburg,Belarus,13,0,0,6,0,4
2020,Otto von Guericke University Magdeburg,Stateless,4,0,0,,,
2020,Otto von Guericke University Magdeburg,Unresolved/Unclear,5,0,0,0,,
2019,Magdeburg-Stendal University of Applied Sciences,Saxony-Anhalt,2731,1360,1371,612,307,305
2019,Magdeburg-Stendal University of Applied Sciences,German Citizenship outside Saxony-Anhalt,2371,1090,1281,503,200,303
2019,Magdeburg-Stendal University of Applied Sciences,Afghanistan,,,,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Egypt,5,3,,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Albania,,,0,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Algeria,,,0,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Armenia,,0,,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Azerbaijan,,,0,0,0,0
2019,Magdeburg-Stendal University of Applied Sciences,Ethiopia,,,0,,,0
2019,Magdeburg-Stendal University of Applied Sciences,Bangladesh,,0,,,0,
2019,Magdeburg-Stendal University of Applied Sciences,Belgium,,0,,0,0,0
